,CoinName,0,1,class
485,ALAX,12.252548,-2.047781,3
487,SolarCoin,0.6513924,10.174785,3
496,Crypto Escudo,5.2426176,10.070802,3
502,SmileyCoin,0.70919526,10.205586,3
508,Bata,8.840741,3.0202215,3
509,Pakcoin,4.3790245,7.1846995,3
512,Lisk,12.252536,-2.0480447,3
516,JoinCoin,15.2547655,4.039214,3
518,Vollar,3.916438,9.101448,3
519,EOS,12.252552,-2.0476656,3
520,Reality Clash,5.2591033,18.405981,3
521,Oxycoin,12.252553,-2.0476246,3
523,Waves,9.718141,4.6093388,3
525,BitTorrent,19.134228,9.732757,3
529,Beldex,22.013641,10.007281,3
530,Horizen,12.840614,15.5490055,3
