,CoinName,0,1,class
239,Impeach,-11.07501,-12.276433,2
244,FindCoin,-12.368286,-22.586456,2
247,OpenChat,-14.82149,-6.3805995,2
258,Coinonat,-22.811321,-7.3776712,2
261,Independent Money System,-11.192851,-11.705776,2
262,ArgusCoin,-11.488016,-12.161935,2
263,LomoCoin,-16.205027,-7.2233343,2
270,Degas Coin,-14.519159,-11.123253,2
271,HTML5 Coin,-17.199045,-2.8262773,2
276,Espers,-12.247697,-5.5809274,2
281,Denarius,-22.390478,-7.640785,2
283,Virta Unique Coin,-22.390484,-7.6407886,2
284,Bitcoin Planet,-18.451233,-11.13829,2
286,BritCoin,-13.035841,-21.44983,2
290,Linda,-11.234898,-6.454597,2
292,DeepOnion,-13.214475,-21.580471,2
295,SmartCash,-8.754104,-1.5877848,2
298,Cream,-18.45127,-11.138291,2
310,CoinonatX,-12.991552,-11.294926,2
311,Ethereum Dark,-10.268107,-11.308301,2
313,Obsidian,-0.13675523,-8.751872,2
319,TerraNovaCoin,-10.662198,-11.911197,2
323,WomenCoin,-11.160588,-6.0815067,2
325,NamoCoin,-22.390488,-7.640716,2
326,LUXCoin,-4.9181385,-8.2281275,2
328,Xios,-11.114985,-12.136137,2
332,BlackholeCoin,-11.256042,-10.9096775,2
340,Electra,-22.385212,-7.6438923,2
341,Bitcoin Diamond,-12.89555,-21.562542,2
343,Cash & Back Coin,-15.638528,-9.450542,2
347,Bulwark,-22.921574,-7.5567737,2
351,GermanCoin,-11.242689,-6.4887056,2
352,LiteCoin Ultra,-15.079134,-10.980146,2
355,Photon,-7.5880976,-4.7112913,2
361,Trollcoin,-15.273669,-6.6260366,2
362,Litecoin Plus,-10.200738,-11.819475,2
372,Unified Society USDEX,-15.658647,-8.57288,2
377,Tokyo Coin,-12.367897,-22.586369,2
386,Ellerium,-3.7246683,-3.5770783,2
393,Bitspace,-22.390482,-7.640786,2
394,Briacoin,-10.165715,-12.32739,2
395,Ignition,-10.290387,-12.305008,2
401,Abjcoin,-11.8782215,-11.599587,2
408,iDealCash,-13.697137,-6.641718,2
409,Jumpcoin,-22.81132,-7.3776674,2
418,Swisscoin,-12.523798,-7.0995674,2
421,TheVig,-16.224627,-14.499993,2
423,EmaratCoin,-14.090711,-11.220906,2
424,Dekado,-17.210955,-2.7568595,2
439,TPCash,-16.199474,-7.2188964,2
442,Urals Coin,-3.6539853,-3.5209808,2
449,XDNA,-8.799093,-1.6367639,2
452,ThunderStake,-12.781587,-7.0465956,2
453,Kcash,-0.10444731,-8.608411,2
457,Bettex coin,-3.6521845,-3.5506153,2
460,BitMoney,-3.346275,-3.225516,2
469,Oduwa,-11.629674,-11.095231,2
474,Credit,-11.165425,-5.975137,2
477,Nasdacoin,-14.068946,-11.236184,2
478,Beetle Coin,-3.7246299,-3.577044,2
479,Titan Coin,-16.22463,-14.499992,2
482,Bitcoin Rhodium,-13.2327175,-22.412386,2
486,LiteDoge,-11.296905,-6.5219874,2
490,OrangeCoin,-15.522793,-10.613241,2
492,BitstarCoin,-13.226339,-11.293909,2
494,HyperCoin,-10.318629,-11.037373,2
497,AudioCoin,-13.161862,-6.908874,2
501,Genstake,-13.094654,-10.340711,2
503,XiaoMiCoin,-15.45063,-7.836323,2
504,Groestlcoin,-12.670638,-0.33263564,2
506, ClubCoin,-15.429209,-9.699604,2
514,WhiteCoin,-15.684364,-8.349208,2
517,Triangles Coin,-13.216202,-21.606438,2
528,Gapcoin,-15.785402,-10.103677,2
